player_name,team,league,age,position,minutes_played,appearances,goals,assists,shots_on_target,key_passes,tackles,team_ppg,league_position,market_value_m,season,value_date,sofascore_id,tm_player_id,match_method
Edu Expósito,Espanyol,La Liga,29.8,Midfielder,2542,36,1,6,13,83,53,1.211,11,5.0,25/26,2026-06-05,877262,506248,slug
David Carmo,Real Oviedo,La Liga,26.9,Defender,1787,22,1,0,3,7,34,0.763,20,5.0,25/26,2026-06-05,892235,498237,slug
Jesús Areso,Athletic Club,La Liga,26.9,Defender,1513,26,0,1,0,23,22,1.184,12,5.0,25/26,2026-06-05,910267,488626,slug
José Copete,Valencia,La Liga,26.7,Defender,1768,21,0,0,0,5,26,1.289,9,5.0,25/26,2026-06-05,913695,520840,slug
Jon Pacheco,Deportivo Alavés,La Liga,25.4,Defender,1734,22,0,0,1,5,36,1.132,14,5.0,25/26,2026-06-05,934383,580560,slug
Javi López,Real Oviedo,La Liga,24.2,Defender,1726,25,0,1,1,18,43,0.763,20,5.0,25/26,2026-06-05,945404,568158,name
Juan Iglesias,Getafe,La Liga,27.9,Defender,3189,37,1,2,5,18,112,1.342,7,5.0,25/26,2026-06-05,949707,390688,slug
Iván Martín,Girona FC,La Liga,27.3,Midfielder,2538,35,0,1,5,25,61,1.079,19,5.0,25/26,2026-06-05,973699,341278,slug
Isaac Romero,Sevilla,La Liga,26.0,Forward,1498,29,4,0,14,14,16,1.132,13,5.0,25/26,2026-06-05,1018190,687609,name
Pablo Torre,Mallorca,La Liga,23.2,Midfielder,1637,35,4,4,12,35,22,1.105,18,5.0,25/26,2026-06-05,1082981,720038,slug
Hugo Sotelo,Celta Vigo,La Liga,22.5,Midfielder,1342,20,0,2,1,26,30,1.421,6,5.0,25/26,2026-06-05,1120669,892221,slug
Unai Gómez,Athletic Club,La Liga,23.0,Midfielder,949,26,1,1,7,8,13,1.184,12,5.0,25/26,2026-06-05,1391375,834752,slug
Alejandro Rego Mora,Athletic Club,La Liga,23.0,Midfielder,1266,29,1,1,3,11,42,1.184,12,5.0,25/26,2026-06-05,2110897,834491,fuzzy 95
Vedat Muriqi,Mallorca,La Liga,32.1,Forward,3134,37,23,1,50,23,9,1.105,18,4.5,25/26,2026-06-05,310874,256267,slug
Carl Starfelt,Celta Vigo,La Liga,31.0,Defender,1493,19,0,0,1,1,23,1.421,6,4.5,25/26,2026-06-05,360718,258987,slug
Thiago Fernández,Real Oviedo,La Liga,22.2,Midfielder,822,16,0,4,5,10,13,0.763,20,4.5,25/26,2026-06-05,1201412,1127730,slug
Dani Carvajal,Real Madrid,La Liga,34.4,Defender,976,17,0,1,1,11,14,2.263,2,4.0,25/26,2026-06-05,138572,138927,fuzzy 93
José Luis Gayà,Valencia,La Liga,31.0,Defender,2461,32,1,2,3,25,69,1.289,9,4.0,25/26,2026-06-05,227922,221322,fuzzy 86
Neal Maupay,Sevilla,La Liga,29.8,Forward,870,12,2,1,7,14,4,1.132,13,4.0,25/26,2026-06-05,268903,217115,slug
Clément Lenglet,Atlético Madrid,La Liga,31.0,Defender,1393,19,0,1,0,4,21,1.816,4,4.0,25/26,2026-06-05,580550,182904,slug
Álex Berenguer,Athletic Club,La Liga,30.9,Midfielder,2164,31,2,3,20,49,28,1.184,12,4.0,25/26,2026-06-05,592012,338425,slug
Guido Rodríguez,Valencia,La Liga,32.1,Midfielder,1308,16,4,0,5,7,41,1.289,9,4.0,25/26,2026-06-05,609752,342385,slug
Umar Sadiq,Valencia,La Liga,29.3,Forward,1061,25,4,2,10,10,8,1.289,9,4.0,25/26,2026-06-05,754710,337715,slug
Rafa Mir,Elche,La Liga,29.0,Forward,1815,27,8,0,36,9,16,1.132,15,4.0,25/26,2026-06-05,825754,361254,slug
Fran Beltrán,Girona FC,La Liga,27.3,Midfielder,1561,27,1,0,4,13,34,1.079,19,4.0,25/26,2026-06-05,835484,423444,slug
Marc Roca,Real Betis,La Liga,29.5,Midfielder,2025,29,1,1,7,19,38,1.579,5,4.0,25/26,2026-06-05,847128,336869,slug
Chidera Ejuke,Sevilla,La Liga,28.4,Forward,954,27,1,1,3,13,19,1.132,13,4.0,25/26,2026-06-05,875890,500067,slug
Aitor Ruibal,Real Betis,La Liga,30.2,Defender,1814,27,4,2,12,19,45,1.579,5,4.0,25/26,2026-06-05,893062,378139,slug
Federico Viñas,Real Oviedo,La Liga,27.9,Forward,2451,33,9,1,21,27,50,0.763,20,4.0,25/26,2026-06-05,976104,578419,slug
Alemão,Rayo Vallecano,La Liga,28.2,Forward,1149,26,4,0,12,7,5,1.316,8,4.0,25/26,2026-06-05,981604,560417,slug
Victor Parada,Deportivo Alavés,La Liga,24.2,Defender,2165,30,0,3,2,14,33,1.132,14,4.0,25/26,2026-06-05,985726,591957,slug
Rodrigo Riquelme,Real Betis,La Liga,26.2,Midfielder,838,25,1,1,7,14,16,1.579,5,4.0,25/26,2026-06-05,989113,461617,slug
Jesús Vázquez,Valencia,La Liga,23.4,Defender,970,24,0,0,2,14,24,1.289,9,4.0,25/26,2026-06-05,996929,623024,slug
Adrián de la Fuente,Levante UD,La Liga,27.3,Defender,2710,33,3,1,9,19,31,1.105,16,4.0,25/26,2026-06-05,997244,341263,fuzzy 86
Ilyas Chaira,Real Oviedo,La Liga,25.3,Midfielder,2458,36,6,2,35,18,49,0.763,20,4.0,25/26,2026-06-05,1008037,593412,slug
Álvaro Núñez,Celta Vigo,La Liga,25.9,Defender,1984,25,0,2,1,22,29,1.421,6,4.0,25/26,2026-06-05,1012410,626953,name
Pablo Ibáñez,Deportivo Alavés,La Liga,27.7,Midfielder,2253,37,1,1,13,19,57,1.132,14,4.0,25/26,2026-06-05,1084381,785353,name
Martim Neto,Elche,La Liga,23.4,Midfielder,1352,25,2,5,4,25,21,1.132,15,4.0,25/26,2026-06-05,1100646,549027,slug
Clemens Riedel,Espanyol,La Liga,22.9,Defender,1402,20,0,1,1,4,28,1.211,11,4.0,25/26,2026-06-05,1129360,692070,slug
Yoel Lago,Celta Vigo,La Liga,22.2,Defender,947,12,0,0,0,2,19,1.421,6,4.0,25/26,2026-06-05,1145100,939374,slug
Alan Matturro,Levante UD,La Liga,21.6,Defender,957,19,1,1,1,4,21,1.105,16,4.0,25/26,2026-06-05,1177401,861981,slug
Pablo Durán,Celta Vigo,La Liga,25.0,Forward,1431,30,2,2,15,10,16,1.421,6,4.0,25/26,2026-06-05,1398524,905997,slug
Youssef Enriquez,Deportivo Alavés,La Liga,20.7,Defender,1347,25,0,1,3,17,17,1.132,14,4.0,25/26,2026-06-05,1403364,741289,slug
Luis Milla,Getafe,La Liga,31.7,Midfielder,3273,37,1,10,4,80,60,1.342,7,3.5,25/26,2026-06-05,811629,281989,slug
Víctor Chust,Elche,La Liga,26.3,Defender,2165,31,1,0,3,5,63,1.132,15,3.5,25/26,2026-06-05,855831,495625,slug
Unai Núñez,Valencia,La Liga,29.3,Defender,921,13,0,0,1,2,25,1.289,9,3.5,25/26,2026-06-05,892521,338285,slug
Junior Firpo,Real Betis,La Liga,29.8,Defender,832,12,0,1,0,8,24,1.579,5,3.5,25/26,2026-06-05,914835,374139,slug
Haissem Hassan,Real Oviedo,La Liga,24.3,Midfielder,1943,37,0,3,8,20,39,0.763,20,3.5,25/26,2026-06-05,942836,620164,slug
Jorge Herrando,Osasuna,La Liga,25.3,Defender,1608,28,0,1,0,2,32,1.105,17,3.5,25/26,2026-06-05,944225,555500,slug
Raúl Moro,Osasuna,La Liga,23.5,Midfielder,629,14,0,2,0,11,2,1.105,17,3.5,25/26,2026-06-05,980383,624942,slug
Abel Bretones,Osasuna,La Liga,25.8,Defender,1658,28,1,2,3,13,33,1.105,17,3.5,25/26,2026-06-05,1010165,658115,slug
Marc Aguado,Elche,La Liga,26.3,Midfielder,2522,35,1,2,2,11,48,1.132,15,3.5,25/26,2026-06-05,1014595,531404,slug
Abdel Abqar,Getafe,La Liga,27.2,Defender,1440,23,0,2,1,4,38,1.342,7,3.5,25/26,2026-06-05,1101232,559979,slug
Mateo Joseph,Mallorca,La Liga,22.6,Forward,1710,29,2,3,14,14,29,1.105,18,3.5,25/26,2026-06-05,1170693,834742,slug
Hugo Rincón,Girona FC,La Liga,23.4,Defender,1758,33,1,1,2,10,47,1.079,19,3.5,25/26,2026-06-05,1632454,834487,name
Sergi Darder,Mallorca,La Liga,32.5,Midfielder,2689,38,1,5,13,59,28,1.105,18,3.0,25/26,2026-06-05,110783,142021,slug
André Silva,Elche,La Liga,30.6,Forward,1858,31,10,0,29,22,14,1.132,15,3.0,25/26,2026-06-05,190159,198008,slug
Álex Moreno,Girona FC,La Liga,33.0,Defender,2562,31,0,3,5,16,43,1.079,19,3.0,25/26,2026-06-05,294593,193098,slug
Martin Valjent,Mallorca,La Liga,30.5,Defender,3309,37,0,0,8,3,50,1.105,18,3.0,25/26,2026-06-05,300522,277384,slug
Pablo Maffeo,Mallorca,La Liga,28.9,Defender,2672,31,1,2,1,20,68,1.105,18,3.0,25/26,2026-06-05,788216,251876,slug
Carles Aleñá,Deportivo Alavés,La Liga,28.4,Midfielder,1995,34,0,4,5,38,37,1.132,14,3.0,25/26,2026-06-05,794937,284854,slug
Juan Cruz,Osasuna,La Liga,25.7,Defender,660,15,0,0,0,2,4,1.105,17,3.0,25/26,2025-12-30,814360,585700,fuzzy 100
Arnaut Danjuma,Valencia,La Liga,29.3,Forward,1627,30,3,2,14,17,13,1.289,9,3.0,25/26,2026-06-05,827064,355861,slug
Valentin Rosier,Osasuna,La Liga,29.8,Defender,2554,31,1,1,3,16,48,1.105,17,3.0,25/26,2026-06-05,842419,441170,slug
Andoni Gorosabel,Athletic Club,La Liga,29.8,Defender,1359,24,0,1,1,16,37,1.184,12,3.0,25/26,2026-06-05,866810,289255,slug
Nahuel Tenaglia,Deportivo Alavés,La Liga,30.3,Defender,3239,36,2,0,8,7,66,1.132,14,3.0,25/26,2026-06-05,896073,533568,slug
Pedro Díaz,Rayo Vallecano,La Liga,28.0,Midfielder,1881,34,0,1,6,23,38,1.316,8,3.0,25/26,2026-06-05,900669,363057,slug
Sergio Camello,Rayo Vallecano,La Liga,25.3,Forward,830,22,5,1,14,17,11,1.316,8,3.0,25/26,2026-06-05,910024,505674,slug
Pablo Martínez,Levante UD,La Liga,28.3,Midfielder,1865,27,1,5,4,36,17,1.105,16,3.0,25/26,2026-06-05,927066,568835,slug
Nicolas Fonseca,Real Oviedo,La Liga,27.6,Midfielder,1019,19,0,0,1,3,41,0.763,20,3.0,25/26,2026-06-05,944629,462070,slug
Peque Fernández,Sevilla,La Liga,23.7,Midfielder,1012,26,2,1,6,15,13,1.132,13,3.0,25/26,2026-06-05,997033,639733,slug
Raúl García de Haro,Osasuna,La Liga,25.6,Forward,1042,36,7,1,23,12,15,1.105,17,3.0,25/26,2026-06-05,997280,631002,fuzzy 90
Alejandro Francés,Girona FC,La Liga,23.8,Defender,1121,24,0,2,4,10,25,1.079,19,3.0,25/26,2026-06-05,1002347,632896,slug
Jofre Carreras,Espanyol,La Liga,25.0,Midfielder,921,26,1,0,7,15,9,1.211,11,3.0,25/26,2026-06-05,1019236,628498,name
Ramón Terrats,Espanyol,La Liga,25.6,Midfielder,1062,29,1,2,3,16,22,1.211,11,3.0,25/26,2026-06-05,1088565,783396,slug
Ugo Raghouber,Levante UD,La Liga,22.9,Midfielder,721,16,0,0,0,4,23,1.105,16,3.0,25/26,2026-06-05,1170694,707230,slug
Alfon González,Villarreal,La Liga,27.1,Forward,655,20,2,0,10,9,3,1.895,3,3.0,25/26,2026-06-05,1468090,357628,slug
Ángel Pérez,Deportivo Alavés,La Liga,24.0,Midfielder,1290,16,1,3,4,24,15,1.132,14,3.0,25/26,2026-06-05,1513222,1124136,slug
Adrian Liso,Getafe,La Liga,21.2,Forward,1723,28,3,0,10,4,28,1.342,7,3.0,25/26,2026-06-05,1515554,1061122,name
Ante Budimir,Osasuna,La Liga,34.9,Forward,2953,37,17,0,41,16,21,1.105,17,2.8,25/26,2026-06-05,37318,46413,slug
Duje Ćaleta-Car,Real Sociedad,La Liga,29.7,Defender,2152,27,1,0,3,3,24,1.211,10,2.8,25/26,2026-06-05,257091,238266,slug
Borja Iglesias,Celta Vigo,La Liga,33.4,Forward,1902,35,14,2,26,17,8,1.421,6,2.8,25/26,2026-06-05,785989,278359,slug
Isi Palazón,Rayo Vallecano,La Liga,31.4,Midfielder,2262,31,3,3,16,39,29,1.316,8,2.8,25/26,2026-06-05,899982,362086,slug
Adrià Pedrosa,Elche,La Liga,28.1,Defender,1092,27,1,1,3,23,34,1.132,15,2.8,25/26,2026-06-05,928672,501418,slug
Alejandro Catena,Osasuna,La Liga,31.6,Defender,3073,35,3,2,4,12,41,1.105,17,2.6,25/26,2026-06-05,900792,449796,slug
Gerard Moreno,Villarreal,La Liga,34.2,Forward,1350,22,10,0,16,23,15,1.895,3,2.5,25/26,2026-06-05,146866,177467,slug
Lucas Torró,Osasuna,La Liga,31.9,Midfielder,2307,34,0,1,8,15,39,1.105,17,2.5,25/26,2026-06-05,187313,213670,slug
Diego Llorente,Real Betis,La Liga,32.8,Defender,1226,18,1,0,3,1,27,1.579,5,2.5,25/26,2026-06-05,305278,246291,slug
Baptiste Santamaria,Valencia,La Liga,31.2,Midfielder,775,19,1,1,2,4,12,1.289,9,2.5,25/26,2026-06-05,344751,285323,slug
Unai López,Rayo Vallecano,La Liga,30.6,Midfielder,1623,28,0,4,4,36,31,1.316,8,2.5,25/26,2026-06-05,588566,192009,slug
Charles Pickel,Espanyol,La Liga,29.1,Midfielder,712,24,1,0,4,2,13,1.211,11,2.5,25/26,2026-06-05,758664,243879,slug
Alfonso Pedraza,Villarreal,La Liga,30.2,Defender,1690,27,1,3,3,21,41,1.895,3,2.5,25/26,2026-06-05,797290,356197,slug
Eray Cömert,Valencia,La Liga,28.3,Defender,1339,17,2,1,3,6,26,1.289,9,2.5,25/26,2026-06-05,814023,298583,slug
Santiago Colombatto,Real Oviedo,La Liga,29.4,Midfielder,2069,32,0,1,2,24,44,0.763,20,2.5,25/26,2026-06-05,822379,395122,slug
Marcão,Sevilla,La Liga,30.0,Defender,943,13,0,0,2,0,13,1.132,13,2.5,25/26,2026-06-05,840951,439022,slug
Thierry Correia,Valencia,La Liga,27.2,Defender,1394,24,0,2,1,13,31,1.289,9,2.5,25/26,2026-06-05,851282,367466,slug
Ander Guevara,Deportivo Alavés,La Liga,28.9,Midfielder,680,25,1,1,1,6,12,1.132,14,2.5,25/26,2026-06-05,891931,465967,slug
Aihen Muñoz,Real Sociedad,La Liga,28.8,Defender,885,21,1,0,2,5,28,1.211,10,2.5,25/26,2026-06-05,966441,517842,slug
Fran Pérez,Rayo Vallecano,La Liga,23.7,Midfielder,1250,29,2,1,8,13,15,1.316,8,2.5,25/26,2026-06-05,966637,622988,slug
Luis Vázquez,Getafe,La Liga,25.1,Forward,1204,17,3,1,9,5,5,1.342,7,2.5,25/26,2026-06-05,974713,844516,slug
Jon Ander Olasagasti,Levante UD,La Liga,25.8,Midfielder,1748,33,1,5,9,37,28,1.105,16,2.5,25/26,2026-06-05,1010383,625660,slug
Abderrahman Rebbach,Deportivo Alavés,La Liga,27.8,Midfielder,1508,30,1,4,12,30,42,1.132,14,2.5,25/26,2026-06-05,1082968,718034,fuzzy 86
Zaid Romero,Getafe,La Liga,26.5,Defender,1350,15,1,0,2,1,31,1.342,7,2.5,25/26,2026-06-05,1108450,741142,slug
Adama Boiro,Athletic Club,La Liga,24.0,Defender,819,14,0,0,0,3,18,1.184,12,2.5,25/26,2026-06-05,1398511,710671,slug
Héctor Bellerín,Real Betis,La Liga,31.2,Defender,1840,27,2,3,5,24,31,1.579,5,2.4,25/26,2026-06-05,188365,191217,slug
Manu Morlanes,Mallorca,La Liga,27.4,Midfielder,1788,32,3,0,4,17,56,1.105,18,2.4,25/26,2026-06-05,826004,335225,slug
Jonny Otto,Deportivo Alavés,La Liga,32.3,Defender,2998,34,0,0,3,17,66,1.132,14,2.2,25/26,2026-06-05,235648,175446,slug
Nemanja Gudelj,Sevilla,La Liga,34.6,Midfielder,2370,34,2,0,9,7,35,1.132,13,2.0,25/26,2026-06-05,68332,74294,slug
Iñigo Ruiz de Galarreta,Athletic Club,La Liga,32.8,Midfielder,2231,34,1,2,2,31,60,1.184,12,2.0,25/26,2026-06-05,96365,126751,slug
Jeremy Toljan,Levante UD,La Liga,31.8,Defender,3173,37,1,4,1,28,67,1.105,16,2.0,25/26,2026-06-05,149606,129674,slug
Thomas Partey,Villarreal,La Liga,33.0,Midfielder,930,25,0,0,2,8,18,1.895,3,2.0,25/26,2026-06-05,316148,230784,slug
Grady Diangana,Elche,La Liga,28.1,Midfielder,929,20,1,0,2,10,14,1.132,15,2.0,25/26,2026-06-05,848512,342048,slug
Fernando Calero,Espanyol,La Liga,30.7,Defender,2150,28,0,0,1,3,29,1.211,11,2.0,25/26,2026-06-05,857205,357884,slug
Alberto Reina,Real Oviedo,La Liga,28.5,Midfielder,2487,37,4,1,11,34,44,0.763,20,2.0,25/26,2026-06-05,882475,603696,slug
Óscar Valentín,Rayo Vallecano,La Liga,31.8,Midfielder,2113,33,1,0,4,10,72,1.316,8,2.0,25/26,2026-06-05,900008,517753,slug
Roger Brugué,Levante UD,La Liga,29.6,Midfielder,1007,19,1,1,9,8,11,1.105,16,2.0,25/26,2026-06-05,909554,557057,slug
Antonio Sánchez,Mallorca,La Liga,29.1,Midfielder,1088,30,0,0,3,12,21,1.105,18,2.0,25/26,2026-06-05,949722,513031,slug
Carlos Domínguez,Celta Vigo,La Liga,25.3,Defender,610,8,0,0,1,1,13,1.421,6,2.0,25/26,2026-06-05,1069703,636093,slug
Kervin Arriaga,Levante UD,La Liga,28.4,Midfielder,1544,27,3,3,6,7,41,1.105,16,2.0,25/26,2026-06-05,1083832,526050,slug
Iker Muñoz,Osasuna,La Liga,23.7,Midfielder,953,19,0,0,4,5,12,1.105,17,2.0,25/26,2026-06-05,1119586,710677,slug
Kareem Tunde,Levante UD,La Liga,20.8,Midfielder,1151,21,0,1,3,6,23,1.105,16,2.0,25/26,2026-06-05,1649919,1063340,slug
Florian Lejeune,Rayo Vallecano,La Liga,35.0,Defender,3231,36,2,1,18,17,66,1.316,8,1.8,25/26,2026-06-05,88528,127108,slug
Leander Dendoncker,Real Oviedo,La Liga,31.1,Midfielder,1339,19,1,0,4,6,36,0.763,20,1.8,25/26,2026-06-05,190405,168157,slug
Thomas Lemar,Girona FC,La Liga,30.6,Midfielder,1273,27,3,1,8,20,27,1.079,19,1.8,25/26,2026-06-05,191182,205562,slug
Tete Morente,Elche,La Liga,29.5,Forward,933,13,1,1,1,11,22,1.132,15,1.8,25/26,2026-06-05,605374,339816,slug
Jon Guridi,Deportivo Alavés,La Liga,31.3,Midfielder,1259,28,0,0,4,11,28,1.132,14,1.8,25/26,2026-06-05,788141,289257,slug
Javi Galán,Osasuna,La Liga,31.5,Defender,1820,25,0,1,1,29,48,1.105,17,1.8,25/26,2026-06-05,825133,448628,slug
Oriol Rey,Levante UD,La Liga,28.3,Midfielder,1327,20,0,1,1,10,20,1.105,16,1.8,25/26,2026-06-05,859769,293388,slug
Luis Rioja,Valencia,La Liga,32.6,Midfielder,2636,37,3,6,5,39,36,1.289,9,1.8,25/26,2026-06-05,900433,278837,slug
Pathé Ismaël Ciss,Rayo Vallecano,La Liga,32.2,Midfielder,2003,29,2,1,8,12,54,1.316,8,1.8,25/26,2026-06-05,913679,525578,fuzzy 86
Gonzalo Villar,Elche,La Liga,28.2,Midfielder,718,12,1,0,1,2,13,1.132,15,1.8,25/26,2026-06-05,914765,398163,slug
Íker Losada,Levante UD,La Liga,24.8,Midfielder,908,23,3,1,4,11,13,1.105,16,1.8,25/26,2026-06-05,992331,632741,slug
Rubén Sánchez,Espanyol,La Liga,25.3,Defender,830,21,0,1,1,9,12,1.211,11,1.8,25/26,2026-06-05,1021165,705813,name
Calebe Gonçalves,Deportivo Alavés,La Liga,26.1,Midfielder,764,19,0,0,1,13,25,1.132,14,1.8,25/26,2026-06-05,1046796,798114,slug
Iago Aspas,Celta Vigo,La Liga,38.8,Forward,1155,32,5,3,12,31,15,1.421,6,1.6,25/26,2026-06-05,19356,72047,slug
Rubén García,Osasuna,La Liga,32.9,Midfielder,2247,35,2,5,10,44,50,1.105,17,1.6,25/26,2026-06-05,260031,213260,slug
Unai Vencedor,Levante UD,La Liga,25.6,Midfielder,818,16,0,0,0,12,22,1.105,16,1.6,25/26,2026-06-05,966802,610083,slug
Moi Gómez,Osasuna,La Liga,32.0,Midfielder,1218,26,0,2,2,16,20,1.105,17,1.5,25/26,2026-06-05,149370,175449,slug
Takuma Asano,Mallorca,La Liga,31.6,Forward,681,20,1,0,2,3,14,1.105,18,1.5,25/26,2026-06-05,309546,245744,slug
Johan Mojica,Mallorca,La Liga,33.8,Defender,2737,35,0,4,2,36,51,1.105,18,1.5,25/26,2026-06-05,344847,262939,slug
Álvaro García,Rayo Vallecano,La Liga,33.6,Midfielder,2105,32,4,5,19,42,27,1.316,8,1.5,25/26,2026-06-05,345111,257062,slug
Aritz Elustondo,Real Sociedad,La Liga,32.2,Defender,725,16,0,1,2,1,14,1.211,10,1.5,25/26,2026-06-05,785468,229804,slug
Léo Pétrot,Elche,La Liga,29.1,Defender,1614,32,0,0,0,2,37,1.132,15,1.5,25/26,2026-06-05,827504,412829,slug
Víctor García,Levante UD,La Liga,28.7,Midfielder,1056,21,2,1,8,14,22,1.105,16,1.5,25/26,2026-06-05,952222,590690,slug
Abdel Rahim,Real Oviedo,La Liga,24.4,Defender,1726,27,0,0,0,17,34,0.763,20,1.5,25/26,2026-06-05,1120504,929899,manual
Álex Sancris,Getafe,La Liga,29.4,Forward,710,18,0,1,5,8,10,1.342,7,1.5,25/26,2026-06-05,1398518,560705,slug
Manu Fernández,Celta Vigo,La Liga,25.1,Defender,765,14,0,0,0,3,13,1.421,6,1.5,25/26,2026-06-05,1630975,638124,slug
Ricardo Rodríguez,Real Betis,La Liga,33.8,Defender,1560,23,0,1,0,7,24,1.579,5,1.4,25/26,2026-06-05,67769,86784,slug
Djené,Getafe,La Liga,34.4,Defender,2585,34,0,0,0,2,36,1.342,7,1.4,25/26,2026-06-05,307702,221150,fuzzy 90
Mateu Morey,Mallorca,La Liga,26.3,Defender,736,18,1,0,2,3,19,1.105,18,1.4,25/26,2026-06-05,879543,388513,slug
Luka Ilić,Real Oviedo,La Liga,26.9,Midfielder,756,19,1,0,5,3,11,0.763,20,1.4,25/26,2026-06-05,885664,429790,slug
Kwasi Sibo,Real Oviedo,La Liga,27.9,Midfielder,1689,26,0,0,2,3,34,0.763,20,1.4,25/26,2026-06-05,905639,538006,slug
Alexis Sánchez,Sevilla,La Liga,37.5,Forward,1305,28,4,2,9,26,22,1.132,13,1.2,25/26,2026-06-05,34120,40433,slug
Axel Witsel,Girona FC,La Liga,37.4,Midfielder,2533,32,1,2,5,17,37,1.079,19,1.2,25/26,2026-06-05,35612,35047,slug
Daley Blind,Girona FC,La Liga,36.2,Defender,2610,31,0,0,1,11,55,1.079,19,1.2,25/26,2026-06-05,44864,12282,slug
Marcos Alonso,Celta Vigo,La Liga,35.4,Defender,2770,32,1,0,3,13,41,1.421,6,1.2,25/26,2026-06-05,69408,112515,slug
Gerard Gumbau,Rayo Vallecano,La Liga,31.5,Midfielder,1197,28,0,3,5,23,29,1.316,8,1.2,25/26,2026-06-05,326471,268670,slug
David Costas,Real Oviedo,La Liga,31.2,Defender,2075,25,1,0,1,5,26,0.763,20,1.2,25/26,2026-06-05,345333,276111,slug
Eric Bailly,Real Oviedo,La Liga,32.1,Defender,1236,15,1,0,1,3,12,0.763,20,1.2,25/26,2026-06-05,606346,286384,slug
Nacho Vidal,Real Oviedo,La Liga,31.4,Defender,2277,29,0,0,3,7,45,0.763,20,1.2,25/26,2026-06-05,844752,216870,slug
Tanguy Nianzou,Sevilla,La Liga,24.0,Defender,648,12,0,0,0,2,14,1.132,13,1.2,25/26,2026-06-05,1003007,538996,slug
César Azpilicueta,Sevilla,La Liga,36.8,Defender,1218,17,0,1,0,3,27,1.132,13,1.0,25/26,2026-06-05,21555,57500,slug
Dani Parejo,Villarreal,La Liga,37.1,Midfielder,1398,32,1,0,1,26,42,1.895,3,1.0,25/26,2026-06-05,39182,59561,slug
Yuri Berchiche,Athletic Club,La Liga,36.3,Defender,2709,32,0,6,5,30,43,1.184,12,1.0,25/26,2026-06-05,84531,61812,slug
Denis Suárez,Deportivo Alavés,La Liga,32.4,Midfielder,1432,30,1,2,4,22,23,1.132,14,1.0,25/26,2026-06-05,138383,165007,slug
Pere Milla,Espanyol,La Liga,33.7,Midfielder,1989,33,7,1,21,34,37,1.211,11,1.0,25/26,2026-06-05,175185,225593,slug
Diego Rico,Getafe,La Liga,33.3,Defender,1767,28,0,0,1,11,47,1.342,7,1.0,25/26,2026-06-05,350560,249513,slug
Joseph Aidoo,Celta Vigo,La Liga,30.7,Defender,639,8,0,0,0,0,7,1.421,6,1.0,25/26,2026-06-05,796320,358250,slug
Íñigo Lekue,Athletic Club,La Liga,33.1,Defender,600,11,0,0,1,1,15,1.184,12,1.0,25/26,2026-06-05,801837,255501,slug
Antonio Raíllo,Mallorca,La Liga,34.7,Defender,2070,24,0,1,1,7,25,1.105,18,1.0,25/26,2026-06-05,807116,278296,slug
Facundo Garcés,Deportivo Alavés,La Liga,26.4,Defender,792,10,0,0,4,0,13,1.132,14,1.0,25/26,2026-02-11,879875,533354,slug
John Donald,Elche,La Liga,25.7,Defender,683,21,1,0,2,1,16,1.132,15,1.0,25/26,2026-06-05,1094758,627290,name
Davinchi,Getafe,La Liga,18.6,Defender,698,14,0,0,2,3,26,1.342,7,1.0,25/26,2026-06-05,1918369,1268764,slug
Leandro Cabrera,Espanyol,La Liga,35.0,Defender,3330,37,3,0,12,11,36,1.211,11,0.9,25/26,2026-06-05,81992,102423,slug
Marc Bartra,Real Betis,La Liga,35.4,Defender,1984,25,1,0,5,5,45,1.579,5,0.9,25/26,2026-06-05,99519,99922,slug
Dimitri Foulquier,Valencia,La Liga,33.2,Defender,1157,15,0,0,1,6,15,1.289,9,0.9,25/26,2026-06-05,151138,170472,slug
Pacha,Rayo Vallecano,La Liga,34.4,Defender,1493,30,2,0,9,19,52,1.316,8,0.9,25/26,2026-06-05,542634,311044,manual
Dani Calvo,Real Oviedo,La Liga,32.2,Defender,1617,20,0,0,0,2,27,0.763,20,0.9,25/26,2026-06-05,560756,326416,slug
Domingos Duarte,Getafe,La Liga,31.2,Defender,2928,34,1,1,4,2,31,1.342,7,0.8,25/26,2026-06-05,576276,257376,slug
Kiko Femenía,Getafe,La Liga,35.3,Defender,2020,28,1,1,3,17,39,1.342,7,0.7,25/26,2026-06-05,53739,76467,slug
Kike García,Espanyol,La Liga,36.5,Forward,1749,37,8,1,27,20,12,1.211,11,0.7,25/26,2026-06-05,84972,93936,slug
Omar Mascarell,Mallorca,La Liga,33.3,Midfielder,2245,30,2,2,3,8,48,1.105,18,0.7,25/26,2026-06-05,255999,142031,slug
Lucas Ahijado,Real Oviedo,La Liga,31.3,Defender,1100,20,0,1,2,9,46,0.763,20,0.6,25/26,2026-06-05,597876,349884,slug
David López,Mallorca,La Liga,36.7,Defender,833,14,0,0,0,0,11,1.105,18,0.6,25/26,2026-06-05,1513896,129444,slug
Unai Elgezabal,Levante UD,La Liga,33.1,Defender,958,12,1,0,1,2,8,1.105,16,0.5,25/26,2026-06-05,813574,255495,slug
Salomón Rondón,Real Oviedo,La Liga,36.7,Forward,1037,16,2,0,5,5,3,0.763,20,0.35,25/26,2026-05-20,35532,80197,slug
Pedro Bigas,Elche,La Liga,36.1,Defender,2068,28,1,3,3,15,36,1.132,15,0.3,25/26,2026-06-05,141832,203043,slug
